공모전명,포스터,주최,주관,접수기간,분야,응모대상,시상내역
법무법인JK 서울 본사 서포터즈 14기 추가모집 기간연장,/data/poster/2404/512401.png?v=1714355464,법무법인JK,법무법인JK,24.04.29 ~ 24.05.02,서포터즈·기자단·마케터,대학생,법무법인JK 대표변호사 직접 수료증 발급 外
해치마당 미디어월 전시 콘텐츠 시민 아이디어 공모전,/data/poster/2404/512402.png?v=1715142743,서울특별시 도시경관담당관,,24.04.11 ~ 24.05.06,사진·영상,제한없음,1인(팀) 당 50만원 지원
사회적협동조합 스윗 2024년 스윗(Swith)한 서포터즈 모집,/data/poster/2404/512403.png?v=1714368387,사회적협동조합 스윗,사회적협동조합 스윗,24.04.19 ~ 24.05.12,서포터즈·기자단·마케터,"대학생, 기타 (휴학생)","임명장 및 수료증 수여, 1365 봉사시간 인정, 활동경비 지원 外"
2024 식품의약품안전처 4기 온라인 시민감시단 모집,/data/poster/2404/512404.jpg?v=1714728523,식품의약품안전처,식품의약품안전처,24.04.29 ~ 24.05.15,서포터즈·기자단·마케터,대학생,기념품 및 수료증 수여·우수활동자 식약처장상 및 포상
롯데백화점 키즈 오케스트라 2기 단원 모집,/data/poster/2404/512405.jpg?v=1714363407,롯데백화점,(주)스테이지원,24.05.09 ~ 24.05.23,기타(캠프/강연 등),"초등학생, 중학생",8월 23일 (금) 롯데콘서트홀 공연
미니인턴X미러 필요한 페이지만 살 수 있는 퍼즐의 서비스 기획하고 인턴 취업하자,/data/poster/2404/512406.png?v=1714363592,(주)오픈놀,(주)오픈놀,24.04.29 ~ 24.05.06,기타(캠프/강연 등),제한없음,지원 사이트 참조
2024년 스포츠안전 논문 공모전,/data/poster/2404/512407.jpg?v=1714365952,"재단법인 스포츠안전재단, 사단법인 한국체육학회",재단법인 스포츠안전재단,24.04.24 ~ 24.08.02,문학·학술·공학,"일반인, 대학원생",총 상금 900만원 外
[온라인 그루밍 안심 앱] 이름 맞히고 선물 받자(~5/9),/data/poster/2404/512408.png?v=1714364924,한국여성인권진흥원,한국여성인권진흥원,24.04.25 ~ 24.05.09,,,CU모바일상품권 5000원권
Next Gen 서비스기획 취업캠프 체인저스 6기 기간 연장 모집,/data/poster/2404/512409.jpg?v=1715300188,서울경제진흥원,에이블런,24.04.23 ~ 24.05.12,기타(캠프/강연 등),"일반인, 대학생, 대학원생, 중학생, 고등학생","점심제공, 전문가 특강, 기업연계 프로젝트 外"
2024 예술플러스창업 참여자 모집,/data/poster/2404/512410.png?v=1714368176,서울문화재단,서울문화재단,24.04.04 ~ 24.05.02,아이디어·창업·네이밍,제한없음,"공동교육, 그룹워크숍, 멘토링 外"
포르쉐 프런티어 스타트업 참여기업 모집,/data/poster/2404/512411.jpg?v=1714368304,서울문화재단,서울문화재단,24.04.04 ~ 24.05.02,아이디어·창업·네이밍,제한없음,"사업화 자금지원(4천만 원), 창업프로그램지원 外"
2024 MATLAB 대학생 AI 경진대회,/data/poster/2404/512412.png?v=1714436852,매스웍스코리아,매스웍스코리아,24.04.25 ~ 24.06.20,아이디어·창업·네이밍,"대학생, 대학원생",1등: 200만원 (1팀) 外
2024 서울시 공유허브 정책 기자단 모집,/data/poster/2404/512413.png?v=1714370065,서울시,서울시,24.04.29 ~ 24.05.10,서포터즈·기자단·마케터,대학생,"매월 활동 완료시 활동비 지급, 우수기자 선정 시 5만원 상당의 경품 지급 外"
무신사 너의 꿈을 응원해 시즌3(5월) 보호대상아동(고등학생) 수학여행 및 소풍시즌 의류 지원사업,/data/poster/2404/512414.jpg?v=1714370463,무신사,희망친구 기아대책,24.04.29 ~ 24.05.05,,,1)1인 의류 구매 비용 20만원(무신사 의류 온/오프라인에서 구매 가능) 2) 트래블 키트(TRAVEL KIT) 지원
NH오늘농사 관심작물로 진행하는 N행시 공모전,/data/poster/2404/512415.jpg?v=1714376244,농협중앙회,농협중앙회,24.05.01 ~ 24.05.17,아이디어·창업·네이밍,제한없음,"농촌사랑상품권, 올리브영 상품권, CU편의점 쿠폰"
오픈놀/RESAT 7일만에 마스터 자기소개서 작성하고 취뽀할 사람 찾습니다,/data/poster/2404/512416.png?v=1714378407,오픈놀,오픈놀,24.04.29 ~ 24.05.15,기타(캠프/강연 등),제한없음,포스터 참조
어린이 우리강 그리기 대회,/data/poster/2404/512417.jpg?v=1714437098,환경부,"케이워터, 케이워터운영관리",24.04.26 ~ 24.05.22,디자인·그림·웹툰,초등학생,"대상, 최우수상, 우수상 外"
플랫폼(AI기술)기반 기술사업화 전문가 양성 취업연계 과정,/data/poster/2404/512418.jpg?v=1714376422,서울시,한국기술사업화협회,24.04.24 ~ 24.05.31,,"일반인, 기타 (서울시 거주 만18~39세 이하 )",정규직 연계
부산콘텐츠마켓 2024 국제·국내 대학생 앰버서더 참가신청 안내,/data/poster/2404/512419.jpg?v=1715042822,(사)부산콘텐츠마켓조직위원회,(사)부산콘텐츠마켓조직위원회,24.04.29 ~ 24.05.10,서포터즈·기자단·마케터,"대학생, 대학원생","- 활동비 지급(10만원),  행사 후 수료증 지급"
BCM2024 Recruitment Announcement for the 18th Busan Content Market Ambassadors,/data/poster/2404/512420.jpg?v=1715042849,Busan Content Market Organizing Committee,Busan Content Market Organizing Committee,24.04.29 ~ 24.05.10,서포터즈·기자단·마케터,"대학생, 대학원생","Activity fee (KRW 100,000) etc."
경남국제개발협력센터 2024 경남지역 파트너기관 ODA 역량강화 교육,/data/poster/2404/512421.jpg?v=1714377945,경남국제개발협력센터,경남국제개발협력센터,24.04.24 ~ 24.05.21,,기타 (경남 소재 기업 및 기관 관계자),우수참가자 현지조사 지원
경남국제개발협력센터 2024 경남지역 파트너기관 ODA 역량강화 교육,/data/poster/2404/512422.png?v=1714376766,경남국제개발협력센터,경남국제개발협력센터,24.04.24 ~ 24.05.21,,기타 (경남소재 대학 및 공공기관 관계자),현지 조사 지원
2024 한국관광공사와 함께하는 청년 축제 현장 연수 프로그램 축제인 4기 참가자 모집,/data/poster/2404/512423.jpg?v=1714437347,문화체육관광부,한국관광공사,24.04.26 ~ 24.05.07,체험단·모니터링·인턴십,"일반인, 대학생","관련 분야 취업 연계 지원, 한국관광공사 수료증"
아이원스 안과 체험단 모집,/data/poster/2404/512424.jpg?v=1714376807,어포메이션,아이원스안과,24.05.01 ~ 24.05.31,체험단·모니터링·인턴십,제한없음,20만원상당 종합정밀검진권
YOUTOO_ONE 숏폼 웹드라마 제작 크루 모집,/data/poster/2404/512425.png?v=1714377149,캡슐미디어,캡슐미디어,24.04.29 ~ 24.05.19,기타(캠프/강연 등),"일반인, 대학생","역삼 스튜디오 무료대여, 제작 운영 지원 外"
"오픈놀/RESAT 나도 한다! 마케터” 대외활동 하나로 2024 트랜드 공부하고, 마케팅 포트폴리오까지 만들자!",/data/poster/2404/512426.png?v=1714378579,(주)오픈놀,(주)오픈놀,24.04.29 ~ 24.05.15,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생",수료증
새싹(SeSAC) 성북캠퍼스 2기 디지털헬스케어 서비스기획 올라잇 스쿨,/data/poster/2404/512427.jpg?v=1715061095,서울경제진흥원,한국스마트헬스케어협회,24.04.25 ~ 24.06.12,,"일반인, 대학생, 대학원생, 기타 (만 15세 이상 서울시민)",교육비 전액 무료 外
마포구 생활예술동아리 모집 및 지원 공고,/data/poster/2404/512428.jpg?v=1714377652,(재)마포문화재단,(재)마포문화재단,24.04.09 ~ 24.05.07,"기타(예체능, e스포츠 등)",기타 (마포구민 및 마포구 직장인 등),강사료 및 활동 지원(무대지원)
클릭 1번으로 자료조사를 끝내는  썸트렌드 AIR 대학생 체험단 모집,/data/poster/2404/512429.png?v=1714375849,바이브컴퍼니(구 다음소프트),바이브컴퍼니(구 다음소프트),24.04.29 ~ 24.05.12,,,없음
청년취업사관학교 새싹(SeSAC) 도봉캠퍼스 웹툰 제작사 취업(선화/채색) 과정 모집,/data/poster/2404/512430.jpg?v=1714378182,서울경제진흥원,메디치이앤에스,24.04.23 ~ 24.06.16,,제한없음,교육비 전액 무료
가정과 지구를 지키는 녹색제품 활용 살림 비법 공모전,/data/poster/2404/512431.png?v=1715232151,한국환경산업기술원,한국환경산업기술원,24.04.29 ~ 24.05.17,아이디어·창업·네이밍,제한없음,"장관상 1개, 기술원장상 11개 / 상금 : 총 1000만원"
[환경부] 탄소중립 실천 사진詩 공모전 수상작 감상평 이벤트,/data/poster/2404/512432.png?v=1714380210,환경부,환경부,24.04.28 ~ 24.05.12,,,"모바일 문화상품권 5,000원 / 30명"
코스닥상장사 인사(HR)직무 기업탐방형 프로그램 참여자 모집,/data/poster/2404/512433.jpg?v=1714434753,(주)메이크인,고용노동부,24.04.29 ~ 24.05.07,,"일반인, 대학생, 대학원생",참가비 무료
2024 성북청춘불패영화제 단편영화 제작지원 작품공모,/data/poster/2404/512434.png?v=1714434826,성북구,성북문화재단(아리랑시네센터),24.04.29 ~ 24.05.24,사진·영상,기타 (대한민국청년 19세~34세*청년기본법 제3조),지원금 3백만원
2024 그래이맛 콘테스트,/data/poster/2404/512435.png?v=1715646415,배스킨라빈스,배스킨라빈스,24.04.29 ~ 24.05.15,아이디어·창업·네이밍,제한없음,총 상금 2천만원
다음 항목에 오류가 있습니다.,,,,,,,
[로컬이벤트 자원연계 투어프로그램] 버들나들이 블로그체험단 모집,/data/poster/2404/512437.jpg?v=1714440092,서울신용보증재단,(주)도스토리연구소,24.04.25 ~ 24.05.10,,,
2024 대구 도시디자인 공모전 개최,/data/poster/2404/512438.png?v=1715159870,대구광역시장,대구광역시장,24.07.02 ~ 24.07.07,디자인·그림·웹툰,제한없음,대상(1) 대구광역시장상 및 상금 500만원 外
Ns Gallery Café 단체전 참가 작가 모집,/data/poster/2404/512439.png?v=1715315682,앤스갤러리카페,앤스갤러리카페,24.04.19 ~ 24.05.19,디자인·그림·웹툰,제한없음,"작가 및 작품 소개/유관기관, 미디어, SNS 등을 통한 전시 홍보 지원 外"
2024 양평의병 콘텐츠 공모전,/data/poster/2404/512440.jpg?v=1714435551,(사)양평의병기념사업회,(주)도스토리연구소,24.04.19 ~ 24.05.24,아이디어·창업·네이밍,"일반인, 대학생, 대학원생, 초등학생, 중학생, 고등학생","상장 및 상금, 상품권"
2024 금정산생명문화축전 서포터즈 '바라지' 추가모집,/data/poster/2404/512441.png?v=1714435589,부산민예총,부산민예총,24.04.29 ~ 24.05.06,서포터즈·기자단·마케터,제한없음,소정의 교통비 및 교통편 지원 外
KEITI 서포터즈 에코프렌즈 12기 모집,/data/poster/2404/512442.jpg?v=1714435716,한국환경산업기술원,한국환경산업기술원,24.04.29 ~ 24.05.12,서포터즈·기자단·마케터,대학생,우수 서포터스에 대한 상금 / 한국환경산업기술원장 명의 수료증 및 상장 지급
제12회 충남 공공데이터 활용 창업 경진대회,/data/poster/2404/512443.jpg?v=1714435883,"충청남도, 대전지방기상청",충남창조경제혁신센터,24.04.05 ~ 24.06.14,아이디어·창업·네이밍,제한없음,"7팀 총 상금 1,500만원"
뷰티 브랜드 엑스미 스킨케어 동영상 공모전,/data/poster/2404/512444.jpg?v=1715661851,엑스미,엑스미,24.05.01 ~ 24.05.30,사진·영상,"대학생, 대학원생","팀엑스미 앰버서더 활동(3개월 / 활동비 지금), 엑스미 제품 제공"
많이또 봉사활동 공모전,/data/poster/2404/512445.jpg?v=1714436239,많이또,많이또,24.04.29 ~ 24.05.12,아이디어·창업·네이밍,제한없음,"총 1,800,000원(3팀)"
인사HR대외활동 초보자 환영! 인사 직무체험 10주 완성 패키지,/data/poster/2404/512446.jpg?v=1714436450,한국대학생인재협회,한국대학생인재협회,24.04.29 ~ 24.05.08,서포터즈·기자단·마케터,제한없음,"포트폴리오, 현직자 강의, 1:1 멘토링, 실무체험"
SK 미래역량 프로그램 써니C 3기 모집,/data/poster/2404/512447.png?v=1714436539,SK,SK mySUNI,24.04.30 ~ 24.05.10,기타(캠프/강연 등),대학생,"SK mySUNI 발행수료증, SK 구성원과 멘토링 外"
[W.I.T.H CONNECDAY] TELL ME 이벤트,/data/poster/2404/512448.png?v=1714397591,위드프로젝트,(주)커넥플,24.04.29 ~ 24.05.10,,,"서프라이즈 선물, 커피쿠폰, 프리미엄와플티세트"
입시콕 멘토단 1기 모집,/data/poster/2404/512449.png?v=1714437530,입시콕,입시콕,24.04.29 ~ 24.05.31,서포터즈·기자단·마케터,대학생,"도서출판(E-book) 공동저자 등록, 대외활동증명서 발급 外"
법무법인JK 분사 서포터즈 19기 모집,/data/poster/2404/512450.png?v=1714436720,법무법인JK,법무법인JK,24.05.01 ~ 24.05.09,서포터즈·기자단·마케터,"대학생, 대학원생",법무법인JK 대표변호사 직접 수료증 발급
유통산업포럼 2024,/data/poster/2404/512451.jpg?v=1714437643,조선비즈,조선비즈,24.04.28 ~ 24.05.30,,제한없음,행사 참여
2024년 만화분야 연구과제 발굴을 위한 아이디어 공모전,/data/poster/2404/512452.jpg?v=1714438070,(사) 한국만화가협회,문화체육관광부,24.04.22 ~ 24.05.19,아이디어·창업·네이밍,제한없음,대상(1명) 상금 80만원 및 한국만화가협회장상
2024년 SOS(Shorts Of Sangju) 공모전 2024 상주시의 쇼츠 영상 공모전,/data/poster/2404/512453.png?v=1714438236,상주시청,상주시청,24.03.11 ~ 24.05.31,사진·영상,제한없음,12명(팀)/ 시장상 및 총 750만원 상금 지급
2024 씽글벙글 서포터즈 모집,/data/poster/2404/512454.jpg?v=1714438414,서울특별시,서울특별시,24.04.23 ~ 24.05.12,서포터즈·기자단·마케터,"일반인, 기타 (20세 이상 서울시민)","소정의 활동수당 지급, 수료증 外"
다음 항목에 오류가 있습니다.,,,,,,,
2024 서울시공익활동지원센터 시민서포터즈 서울파랑 참여자 모집,/data/poster/2404/512456.jpg?v=1714438705,서울시공익활동지원센터,서울시공익활동지원센터,24.04.22 ~ 24.05.06,서포터즈·기자단·마케터,제한없음,원고 제출 시 5만원 상당 상품권 제공 外
💰인스타 팔로우+퀴즈 풀면 5천원! - 6차(4.30~5.12)💰,/data/poster/2404/512457.png?v=1714439549,메타갤럭시아,메타갤럭시아,24.04.30 ~ 24.05.12,,,"네이버페이 포인트쿠폰 5천원(1명), 네이버페이 포인트쿠폰 3천원(3명), 네이버페이 포인트쿠폰 1천원(10명)"
제18회 빛공해 공모전,/data/poster/2404/512458.jpg?v=1714440610,"조명박물관,서울특별시","조명박물관,서울특별시",24.05.13 ~ 24.07.12,사진·영상,"일반인, 대학생, 대학원생, 초등학생, 중학생, 고등학생","상금과 부상 총 3,000만원 상당"
"6월 귀국 해외고 특례없이 의대수시 합격 생기부대체서식, 의대편입 활동증빙서류 및 의대 지역인재 생기부 세특 공모전",/data/poster/2404/512459.jpg?v=1714440676,권현교육,권현 입학사정관 아카데미,24.04.30 ~ 24.06.07,아이디어·창업·네이밍,"대학생, 고등학생, 기타",생기부 프로젝트 1:1 인큐베이팅 MMI 면접수업 外
2024 청년베프 다양성 열린강연 도란도란 디너테이블 참가자 모집,/data/poster/2404/512460.png?v=1714440748,서대문구청,청년베프,24.05.01 ~ 24.06.04,,"일반인, 대학생",
제 3회 스트레스 제로킹 선발대회! 공황장애 날릴 사람 모여라!,/data/poster/2404/512461.png?v=1714450509,스트레스솔루션,스트레스솔루션,24.04.30 ~ 24.05.05,,,"체험비 10만원 증정, 제로킹(에어팟), 킹(에어팟)"
