대외활동명,포스터,주최,주관,접수기간,분야,응모대상,혜택
모빌리티 리빙랩 아이디어 공모전,/data/poster/2302/491984.jpg?v=1675909569,대전·세종·충남 지역혁신플랫폼,대전·세종·충남 지역혁신플랫폼,23.02.07 ~ 23.02.28,아이디어·창업·네이밍,대학생,최우수상 : 팀 최대 150만원 상당 시상품 外
2023년 대구오페라하우스 오페라팬(온라인 홍보단) 모집,/data/poster/2302/491985.jpg?v=1675918154,(재)대구문화예술진흥원 대구오페라하우스,(재)대구문화예술진흥원 대구오페라하우스,23.02.06 ~ 23.02.27,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생","대구오페라하우스 관장 명의 수료증 발급, 기획공연 및 축제 메인오페라 티켓 제공(1인2매), 기획공연 티켓 특별할인(30%) 外"
부산진구 추억의 사진 공모전,/data/poster/2302/491986.jpg?v=1675910064,부산진구,부산진구,23.01.25 ~ 23.02.24,사진·영상,제한없음,최우수상 : 50만원 外
2023년 마을만들기 주민제안 공모사업,/data/poster/2302/491987.jpg?v=1675910593,수원도시재단,수원도시재단,23.01.16 ~ 23.02.14,아이디어·창업·네이밍,제한없음,마을자치활동 : 1천만원 지원 外
마케팅 부트캠프 인턴 정직원 채용,/data/poster/2302/491988.jpg?v=1675910882,제로베이스,제로베이스,23.01.13 ~ 23.02.28,기타(캠프/강연 등),"일반인, 대학생, 대학원생",기업 연계 인턴십으로 실무 역량 강화 外
모두의연구소 내일배움클래스 수강생 모집,/data/poster/2302/491989.png?v=1676419287,고용노동부,(주)모두의연구소,23.02.09 ~ 23.02.28,기타(캠프/강연 등),"일반인, 대학생, 대학원생, 기타","수료 시 교육비 0원, 학습 멘토와의 1:1 무제한 채팅 질의응답, 수료증 발급 外"
3박4일 세부 팸투어 서포터즈,/data/poster/2302/491990.png?v=1675916341,로컬페이지,로컬페이지,23.02.07 ~ 23.02.28,서포터즈·기자단·마케터,일반인,3박4일 세부여행 제공 外
국제개발협력 NGO 월드투게더 해피메신저 24기 온라인 서포터즈 모집,/data/poster/2302/491991.jpg?v=1675915328,월드투게더,월드투게더,23.02.08 ~ 23.03.05,서포터즈·기자단·마케터,대학생,자원봉사활동 인증서 발급 外
유니티 기반 XR콘텐츠개발 실무 교육생 모집,/data/poster/2302/491992.jpg?v=1675915695,(주)제이제이이엔씨,(주)제이제이이엔씨,23.02.09 ~ 23.03.20,기타(캠프/강연 등),"일반인, 대학생, 대학원생","수강료 전액 국비지원, 훈련장려금 外"
2023 심포니서포터즈 참여자 모집,/data/poster/2302/491993.jpg?v=1675917166,심곡동종합사회복지관,심곡동종합사회복지관,23.02.06 ~ 23.02.17,서포터즈·기자단·마케터,대학생,"봉사활동 시간 지급, 관련 교육 기회 제공, 활동 인증서 발급 外"
가재울청소년센터 청소년환경동아리 모집,/data/poster/2302/491994.png?v=1675916877,가재울청소년센터,가재울청소년센터,23.02.09 ~ 23.02.17,서포터즈·기자단·마케터,"중학생, 고등학생",봉사시간 및 포상기회 外
'SAMSUNG 대외활동' 교육기간 5일 금융 아카데미,/data/poster/2302/491995.png?v=1675990490,삼성생명,삼성생명,23.02.09 ~ 23.02.17,기타(캠프/강연 등),"일반인, 대학생, 대학원생, 주부 및 영유아, 기타",수료증 발급 外
2023 청주독서대전 타이포셔너리 공모,/data/poster/2302/491996.jpg?v=1675919173,청주시,청주시,23.02.23 ~ 23.03.07,디자인·그림·웹툰,제한없음,최우수 : 25만원 外
직장 내 성희롱 예방교육 강사 위촉 공모전,/data/poster/2302/491997.jpg?v=1675919565,서울노동권익센터,서울노동권익센터,23.02.07 ~ 23.02.28,아이디어·창업·네이밍,일반인,2023년 서울노동아카데미 노동법률 강사단 위촉 外
바노바기 코스메틱 '바른 서포터즈' 3기 모집,/data/poster/2302/491998.jpg?v=1675992163,바노바기 코스메틱,바노바기 코스메틱,23.02.13 ~ 23.02.28,서포터즈·기자단·마케터,제한없음,매월 바노바기 신제품 및 주력 제품 체험 기회 제공 外
2023년 도담도담 육아에피소드 공모전,/data/poster/2302/491999.png?v=1675919808,인천광역시육아종합지원센터,인천광역시육아종합지원센터,23.02.13 ~ 23.03.13,아이디어·창업·네이밍,일반인,최우수 : 상장 및 15만원상당 온누리상품권 外
수산물안전 국민소통단 모집,/data/poster/2302/492000.jpg?v=1676003595,"해양수산부, 한국해양수산개발원","해양수산부, 한국해양수산개발원",23.01.31 ~ 23.02.14,서포터즈·기자단·마케터,제한없음,해양수산부 장과 명의 위촉장 수여 外
2023년 공원놀이문화 프로젝트 공존공원 서포터즈 모집,/data/poster/2302/492001.png?v=1675924358,토당청소년수련관,고양시청소년재단,23.02.09 ~ 23.02.22,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생, 중학생, 고등학생","자원봉사활동 시간 부여(일부활동), 청소년 핵심역량 향상, 활동증명서 발급 外"
종근당건강 락토핏 공식 서포터즈 락토핏플 영크루 모집,/data/poster/2302/492002.png?v=1676003464,종근당건강,종근당건강,23.02.08 ~ 23.02.21,서포터즈·기자단·마케터,대학생,매월 락토핏 제품 및 활동비 제공 外
종근당건강 락토핏 공식 서포터즈 락토핏플 맘크루 모집,/data/poster/2302/492003.png?v=1675932589,종근당건강,종근당건강,23.02.08 ~ 23.02.21,맘 서포터즈,주부 및 영유아,"매월 락토핏 제품 제공  매월 활동비 및 웰컴키트 지급  우수활동자 / 팀 대상 특별 포상금 지급  종근당건강 서포터즈 공식 수료증 제공 (활동 완수자 대상, 직인 날인)"
은평구 청년네트워크 위원 모집,/data/poster/2302/492004.jpg?v=1675926556,은평구청 청년정책팀,은평구청 청년정책팀,23.02.08 ~ 23.03.28,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생, 기타","회의 참석 수당 지급, 우수활동자 구청장 표창 수여"
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
빅데이터 분석 및 서비스 기획 부트캠프,/data/poster/2302/492006.jpg?v=1675926168,아시아경제/고용노동부,아시아경제,23.02.09 ~ 23.03.20,기타(캠프/강연 등),제한없음,"훈련장려금 지급, 자격증 취득 지원, 장학그 지원, 추천채용 등"
2023 MBC 드라마 극본공모,/data/poster/2302/492007.jpg?v=1675922932,MBC,MBC,23.04.10 ~ 23.04.17,문학·학술·공학,제한없음,"최우수상 : 2,000만원 外"
동구 청년정책 네트워크 모집,/data/poster/2302/492008.jpg?v=1676007993,부산광역시,부산광역시,23.02.01 ~ 23.02.20,기타(캠프/강연 등),"일반인, 대학생, 대학원생, 고등학생",회의참석 수당 (회당 2만원)
통일부 어린이&중학생 기자단 모집,/data/poster/2302/492009.png?v=1676423983,통일부 국립통일교육원,통일부 국립통일교육원,23.02.03 ~ 23.03.10,서포터즈·기자단·마케터,"초등학생, 중학생",통일교육주간 개막행사 등 통일부 주요행사 참가 外
우바미디어네트워크 21기 신입회원 모집,/data/poster/2302/492010.jpg?v=1675923529,우바미디어네트워크,우바미디어네트워크,23.02.06 ~ 23.02.28,기타(캠프/강연 등),"일반인, 대학생, 대학원생","중앙 운영비 : 연 1회 85,000원 外"
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
장애인 서포터즈 '동그래' 참여자 모집,/data/poster/2302/492012.jpg?v=1675924294,동대문장애인종합복지관,동대문장애인종합복지관,23.02.03 ~ 23.02.24,서포터즈·기자단·마케터,대학생,복지관 사업 참여 기회 제공 外
SYMF 2023 서울시립청소년음악센터 개관기념 오디션,/data/poster/2302/492013.jpg?v=1675924534,서울특별시,서울시립청소년음악센터,23.02.01 ~ 23.03.31,"기타(예체능, e스포츠 등)","일반인, 대학생, 초등학생, 중학생, 고등학생",해외 유명 뮤직페스티벌 및 해외 아트마켓 참가 지원 제공 外
포일청소년문화의집 대학생서포터즈 청신호 2기 모집,/data/poster/2302/492014.jpg?v=1675925053,포일청소년문화의집,포일청소년문화의집,23.02.09 ~ 23.02.25,서포터즈·기자단·마케터,"대학생, 대학원생, 기타","교통비 5만원 지급, 활동증명서 발급, 역량강화교육 3회 이상, 사업 지원 시 활동비 지급, 시설 내 시설 자유롭게 이용"
2023 제26회 한국 쇼팽 콩쿠르,/data/poster/2302/492015.jpg?v=1675929598,한국쇼팽협회,(주)음연,23.02.06 ~ 23.03.07,"기타(예체능, e스포츠 등)",제한없음,1등 : 상장 및 상금 100만원 外
아마추어 인형극 경연대회 2023 참가팀 모집,/data/poster/2302/492016.png?v=1675925341,재단법인 춘천인형극제,재단법인 춘천인형극제,23.02.09 ~ 23.03.09,"기타(예체능, e스포츠 등)",제한없음,"총 상금 7,200,000원 外"
제35회 춘천인형극제 코코바우 스타트 신작지원작 공모,/data/poster/2302/492017.png?v=1675992634,재단법인 춘천인형극제,재단법인 춘천인형극제,23.02.09 ~ 23.03.09,문학·학술·공학,제한없음,최소 3백만원 - 최대 2천만원
2023 장애가정아동 성장멘토링 부산광역시장애인재활협회 멘토 모집,/data/poster/2302/492018.png?v=1686706074,부산광역시장애인재활협회,부산광역시장애인재활협회,23.06.14 ~ 23.07.31,봉사활동,"일반인, 대학생, 대학원생","회기당 활동비 지원, 자원봉사 실적등록 外"
시민문화유산 서포터즈 바스락 10기 모집,/data/poster/2302/492019.jpg?v=1675932646,내셔널트러스트 문화유산기금,내셔널트러스트 문화유산기금,23.02.13 ~ 23.02.21,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생","봉사활동 시간 발급(1365), 활동 기간 내 프로그램 참여(할인 또는 초청) 外"
2023년 주민홍보기획단 영등포스케치 2기 모집,/data/poster/2302/492020.jpg?v=1675992555,서울시립영등포장애인복지관,서울시립영등포장애인복지관,23.02.01 ~ 23.02.15,기타(캠프/강연 등),제한없음,자원봉사시간 인증 및 인증서 발행 外
모두의 아이디어랩,/data/poster/2302/492021.png?v=1675932279,"대전청년내일센터, 윤피티연구소, 모두의연구소, AIFactory",윤피티연구소 & 모두의연구소 대전,23.02.01 ~ 23.02.14,문학·학술·공학,"대학생, 대학원생, 기타",우수상 대상 자 중 MLSA (Microsoft Learn Student Ambassadors) 선발
2023년 후기청소년서포터즈단 모집,/data/poster/2302/492022.jpg?v=1675988421,시흥시청소년수련관,시흥시청소년수련관,23.02.11 ~ 23.03.11,서포터즈·기자단·마케터,대학생,"자원봉사활동시간,활동비,역량·전문교육 제공"
2023년 영서포터즈 너나들이,/data/poster/2302/492023.png?v=1675931781,(재)파주시청소년재단 금촌청소년문화의집,(재)파주시청소년재단 금촌청소년문화의집,23.02.10 ~ 23.03.10,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생","활동증명서발급, 자원봉사시간 부여 外"
2023년 성남동 위아더원 서포터즈 6기 참여자 모집,/data/poster/2302/492024.jpg?v=1675930111,중원노인종합복지관,중원노인종합복지관,23.02.09 ~ 23.03.17,서포터즈·기자단·마케터,대학생,수료증 수여 및 자원봉사 시간 인정
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
2023년 금정구 정신건강복지센터 서포터즈 '금반장' 모집,/data/poster/2302/492027.jpg?v=1675930941,금정구 정신건강복지센터,금정구 정신건강복지센터,23.02.08 ~ 23.03.15,서포터즈·기자단·마케터,대학생,"매 회기 참여 시간에 대한 봉사시간, 수료증발급 外"
2023년 봄학기 플랜트교육 53기 모집,/data/poster/2302/492028.jpg?v=1675931162,한국플랜트산업협회,한국플랜트산업협회,23.02.06 ~ 23.03.05,기타(캠프/강연 등),"일반인, 대학생, 대학원생","면접, 자소서 준비 ,실무중심교육 준비"
광주인공지능사관학교 4기 교육생 모집,/data/poster/2302/492029.jpg?v=1675931598,광주인공지능사관학교,광주인공지능사관학교,23.01.16 ~ 23.02.28,기타(캠프/강연 등),"일반인, 대학생, 대학원생, 고등학생",타 지역 교육생 숙소비 지원 外
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
협성문화재단 해외탐방 DT13 프랑스 파리 모집,/data/poster/2302/492031.jpg?v=1676251688,협성문화재단,협성문화재단,23.03.02 ~ 23.03.13,기타(캠프/강연 등),"일반인, 대학생, 대학원생",항공 및 숙박 지원 外
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"챠챠챠'Challenge, Chance, Change' 3기 모집안내",/data/poster/2302/492034.jpg?v=1675934547,유쾌한반란,유쾌한반란,23.02.01 ~ 23.02.22,아이디어·창업·네이밍,"일반인, 대학생, 대학원생","최대 1,500만원의 활동 지원금"
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
한국법무보호복지공단 경기남부지부 더함 대학생보호위원회 14기 모집,/data/poster/2302/492037.jpg?v=1675987298,한국법무보호복지공단 경기남부지부,한국법무보호복지공단 경기남부지부,23.02.10 ~ 23.02.18,봉사활동,대학생,대학생 보호위원 위촉장 수여外
이지은 작가의 독립출판물 제작 과정 참가자 모집,/data/poster/2302/492038.png?v=1675987630,마포청년나루,마포청년나루,23.02.09 ~ 23.02.24,기타(캠프/강연 등),"일반인, 대학생, 대학원생",참가비 무료
엑셀 실무 심화 과정 강연 참가자 모집,/data/poster/2302/492039.png?v=1675987822,마포청년나루,마포청년나루,23.02.09 ~ 23.02.14,기타(캠프/강연 등),"일반인, 대학생, 대학원생",참가비 무료
제2기 영광군민 기록활동가 양성교육 수강생 모집,/data/poster/2302/492040.JPG?v=1675988011,영광군,영광군,23.01.23 ~ 23.02.17,기타(캠프/강연 등),제한없음,전회차 교육 이수 시 수료증 발급 外
2023 캡스톤 SNS 마케터 양성과정 교육생모집,/data/poster/2302/492041.png?v=1675988623,인천광역시 부평구,고용과미래 사회적협동조합,23.02.09 ~ 23.03.21,기타(캠프/강연 등),일반인,"부평 기업과 연계, 교육생이 직접 기업의 SNS 마케팅 경험 가능 外"
(기간연장) 천호청소년문화의집 글로벌 청소년 서포터즈 1기 모집,/data/poster/2302/492042.jpg?v=1678233805,천호청소년문화의집,천호청소년문화의집,23.02.01 ~ 23.03.10,서포터즈·기자단·마케터,대학생,"봉사활동시간, 활동확인서, 우수 청소년 대상 상장 수여 外"
